datetime	quake_count	magnitude	depth	latitude	longitude	lag_1_occ	lag_7_occ	lag_14_occ	has_eq
2023-08-23	0.5	0.4629629629629629	23.18679882542823	-0.8497786475801169	-0.6017996106619542	-1.0	-1.0	-1.0	1
2023-08-24	0.5	0.22222222222222224	0.11662031780160427	0.687598740540242	1.3862914258574603	0.0	0.0	0.0	1
2023-08-25	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-08-26	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-08-27	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-08-28	1.0	0.3222222222222221	12.668485280922186	0.160162877502545	0.7523110340118727	-1.0	0.0	0.0	1
2023-08-29	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-08-30	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2023-08-31	0.0	0.3148148148148148	1.6921353945237307	-0.3008562116776225	1.1768265596117022	-1.0	0.0	0.0	1
2023-09-01	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-09-02	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-09-03	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-09-04	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-09-05	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-09-06	0.25	0.4814814814814814	1.219239143533759	-0.9557216246715224	-0.6796824218341897	-1.0	-1.0	0.0	1
2023-09-07	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-09-08	0.75	0.27777777777777773	1.4080414132322032	1.2296809526439976	1.3501391163198975	-1.0	-1.0	-1.0	1
2023-09-09	0.25	0.3888888888888888	10.842217719862017	-0.10748179070556577	1.1226836066813997	0.0	-1.0	-1.0	1
2023-09-10	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-09-11	0.75	0.3564814814814814	1.9627541015123193	-0.6339714806543509	-0.2049059222447433	-1.0	-1.0	0.0	1
2023-09-12	0.5	0.2962962962962962	4.3962232477990915	-0.6518698558250013	-0.6510475123770788	0.0	-1.0	-1.0	1
2023-09-13	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2023-09-14	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-09-15	0.5	0.37037037037037035	0.03180348505297697	-0.8625310721979782	-0.6798562949654742	-1.0	0.0	-1.0	1
2023-09-16	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2023-09-17	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-09-18	1.75	0.40740740740740744	4.5058914125430665	1.0250313681236733	1.2681527092240683	-1.0	0.0	-1.0	1
2023-09-19	1.0	0.37777777777777777	0.06328749336926742	0.507215694320594	1.404427438589471	0.0	0.0	-1.0	1
2023-09-20	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-09-21	0.75	0.37037037037037035	0.23387958907658152	0.9771955713733319	1.3475927775666605	-1.0	-1.0	-1.0	1
2023-09-22	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-09-23	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-09-24	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-09-25	0.0	-0.003703703703703707	0.5360395557435663	1.0884794154086537	-0.9290316941185235	-1.0	0.0	0.0	1
2023-09-26	0.0	0.40740740740740744	3.6789272932439507	0.1492917511698929	1.211420661852508	0.0	0.0	0.0	1
2023-09-27	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-09-28	0.5	0.3888888888888888	0.9647886452878772	1.3968923856345834	1.4122203753260565	-1.0	0.0	-1.0	1
2023-09-29	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-09-30	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-10-01	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-10-02	0.0	0.22222222222222224	0.11662031780160427	0.8194095690532744	0.8609589380310538	-1.0	0.0	0.0	1
2023-10-03	2.25	0.4	0.07421190142729062	0.9415790595086845	1.218540529047007	0.0	0.0	0.0	1
2023-10-04	5.0	0.34126984126984117	0.3084679156854041	0.9203601011746465	1.3315216157234244	0.0	-1.0	-1.0	1
2023-10-05	4.75	0.35925925925925917	0.11662031780160427	0.9470499759313769	1.3294434630650436	0.0	0.0	0.0	1
2023-10-06	1.75	0.3888888888888888	0.11662031780160427	0.9496910535743878	1.3303052277102623	0.0	-1.0	-1.0	1
2023-10-07	1.75	0.42129629629629617	0.16684248489288522	1.0918127224374807	0.5885971292643405	0.0	-1.0	-1.0	1
2023-10-08	1.75	0.3055555555555554	0.11662031780160427	0.9397795156288223	1.3304002403503086	0.0	-1.0	-1.0	1
2023-10-09	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-10-10	1.25	0.3888888888888888	17.174303185543536	-0.7337552576131816	-0.6170149348389458	-1.0	0.0	0.0	1
2023-10-11	0.25	0.4814814814814814	0.03180348505297697	1.0915254772295042	0.5897596089153052	0.0	0.0	-1.0	1
2023-10-12	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-10-13	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2023-10-14	0.0	0.37037037037037035	16.717691766441302	-0.9888873983002028	1.7076811820775915	-1.0	0.0	-1.0	1
2023-10-15	0.75	0.39814814814814803	0.09541610961444744	1.0924519219387472	0.5898137661201315	0.0	0.0	-1.0	1
2023-10-16	0.75	0.37037037037037035	0.25491416359824104	0.7941319907513356	1.1928076856674659	0.0	-1.0	0.0	1
2023-10-17	1.25	0.2901234567901234	0.11662031780160427	0.8750877912895257	0.5330361126813489	0.0	0.0	0.0	1
2023-10-18	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-10-19	0.0	0.40740740740740744	0.052753242741887904	0.23476140497628648	1.2000001425189601	-1.0	-1.0	0.0	1
2023-10-20	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-10-21	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-10-22	0.25	0.27777777777777773	0.7826869053765745	0.8796616188319221	0.8049385353334391	-1.0	0.0	0.0	1
2023-10-23	0.75	0.40740740740740744	1.007197061662191	0.7594700168085794	1.1652920251100989	0.0	0.0	-1.0	1
2023-10-24	0.0	0.3148148148148148	0.11662031780160427	1.239428350470719	0.9245442471291436	0.0	0.0	0.0	1
2023-10-25	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-10-26	0.5	0.30246913580246904	2.6860331768109367	-0.6806059506053982	-0.3568747603157698	-1.0	0.0	-1.0	1
2023-10-27	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-10-28	0.25	0.32407407407407407	0.4195436359633267	-0.09223254235683113	1.1688835029038436	-1.0	-1.0	0.0	1
2023-10-29	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-10-30	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-10-31	0.25	0.5370370370370369	1.134422310785132	-0.9073697335090474	-0.6800301680967585	-1.0	0.0	0.0	1
2023-11-01	0.0	0.4444444444444443	1.8553653891484638	-0.31599813764095924	1.1754298738030238	0.0	-1.0	-1.0	1
2023-11-02	0.0	0.37037037037037035	0.2438455669245452	0.36186898777629595	1.19641816598922	0.0	0.0	0.0	1
2023-11-03	0.25	0.37037037037037035	0.20143715055023156	0.9118583344512747	0.7809563948593885	0.0	-1.0	-1.0	1
2023-11-04	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2023-11-05	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-11-06	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-11-07	0.25	0.2962962962962962	-0.0019536143809767074	1.2789166752156311	0.7383004701106664	-1.0	0.0	0.0	1
2023-11-08	0.5	0.3518518518518516	2.988984767250242	1.4189944839450448	1.4228617910112262	0.0	0.0	-1.0	1
2023-11-09	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-11-10	1.25	0.2962962962962962	1.685731723651209	1.2421003622130509	0.943666491064833	-1.0	0.0	-1.0	1
2023-11-11	0.0	0.05555555555555552	-0.09542176406996397	1.23261969207945	-0.9274791875801693	0.0	-1.0	0.0	1
2023-11-12	0.0	0.27777777777777773	1.501551971337565	-0.3125701343897223	1.175306357370964	0.0	-1.0	-1.0	1
2023-11-13	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-11-14	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-11-15	0.25	0.18518518518518517	5.941161856315338	0.6820684811515061	0.16608399505348362	-1.0	0.0	0.0	1
2023-11-16	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-11-17	0.25	0.4629629629629629	1.1287607871991612	0.42318479178668095	1.0659658112058463	-1.0	0.0	0.0	1
2023-11-18	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2023-11-19	0.75	0.3888888888888888	1.473689641779641	1.299484694723053	1.3515263008645715	-1.0	0.0	-1.0	1
2023-11-20	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-11-21	0.0	0.33333333333333326	0.11662031780160427	0.03017968608202271	-0.2757086290123392	-1.0	-1.0	0.0	1
2023-11-22	0.0	0.4259259259259259	4.018194624238459	0.05500272251639428	1.2081142219789018	0.0	0.0	0.0	1
2023-11-23	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-11-24	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-11-25	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-11-26	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-11-27	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-11-28	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2023-11-29	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-11-30	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-12-01	0.0	0.27777777777777773	0.11662031780160427	1.238746537669368	0.9242535084506023	-1.0	-1.0	0.0	1
2023-12-02	6.25	0.37179487179487175	1.958969150350912	0.21638111101735916	1.047989638969052	0.0	-1.0	-1.0	1
2023-12-03	2.5	0.37878787878787884	1.1526810616895635	0.2734000463437573	1.2046713094041386	0.0	-1.0	0.0	1
2023-12-04	1.0	0.3185185185185185	1.9197498468879468	0.2735944318621223	1.2043403199162683	0.0	-1.0	-1.0	1
2023-12-05	1.25	0.33950617283950624	0.5203555097544659	0.3202989244087405	0.9529853308005602	0.0	-1.0	0.0	1
2023-12-06	0.0	0.22222222222222224	1.1768307271594456	0.2675988983672793	1.2041426936249724	0.0	-1.0	0.0	1
2023-12-07	0.75	0.3148148148148148	1.1154763507699073	1.0454226213492632	0.6555812780284813	0.0	-1.0	-1.0	1
2023-12-08	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2023-12-09	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2023-12-10	0.25	0.16666666666666655	0.09541610961444744	0.40739577497021007	-0.8302427766937319	-1.0	0.0	-1.0	1
2023-12-11	0.5	0.33333333333333326	7.825155753744222	-0.761124044160005	-0.635047383793306	0.0	0.0	-1.0	1
2023-12-12	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2023-12-13	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2023-12-14	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2023-12-15	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-12-16	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2023-12-17	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2023-12-18	0.25	0.25925925925925913	0.11662031780160427	1.0483155909438846	0.7294433918055636	-1.0	0.0	0.0	1
2023-12-19	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2023-12-20	0.0	0.4629629629629629	3.636518876869637	-0.5037681205167257	-0.6898183702743138	-1.0	-1.0	0.0	1
2023-12-21	0.5	0.3518518518518516	2.309474711684614	-0.6913613371106604	-0.6677279314635822	0.0	-1.0	0.0	1
2023-12-22	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-12-23	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-12-24	0.25	0.3888888888888888	0.3710708160474862	-1.2018718286629682	-0.7019714370626177	-1.0	-1.0	0.0	1
2023-12-25	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2023-12-26	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-12-27	0.0	0.01851851851851845	0.1675104174507806	1.1290851555780022	-0.8569712575283166	-1.0	0.0	-1.0	1
2023-12-28	0.5	0.5185185185185185	1.007197061662191	1.4071732388475469	1.4155933240476952	0.0	0.0	-1.0	1
2023-12-29	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2023-12-30	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2023-12-31	0.0	-0.0555555555555556	-0.09414951157873455	1.2338128644818143	-0.9270250271607487	-1.0	0.0	-1.0	1
2024-01-01	6.0	0.4266666666666665	0.23741984367550922	1.1340222378295626	1.298240171922205	0.0	-1.0	0.0	1
2024-01-02	0.75	0.3148148148148148	-0.05301334769565033	1.1752621901657971	1.2996589006633743	0.0	-1.0	-1.0	1
2024-01-03	0.25	0.33333333333333326	4.654320869853165	-0.8982031391797729	-0.6550475445230222	0.0	0.0	0.0	1
2024-01-04	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2024-01-05	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2024-01-06	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2024-01-07	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2024-01-08	0.0	0.5555555555555555	2.34620040026477	0.15341419338546886	1.1989550034784522	-1.0	0.0	-1.0	1
2024-01-09	1.5	0.36772486772486773	3.119954073704515	0.3865504308114452	0.47380496141188866	0.0	0.0	-1.0	1
2024-01-10	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2024-01-11	0.5	0.5000000000000001	8.343853094418453	1.152329921638876	0.6707835379674666	-1.0	-1.0	0.0	1
2024-01-12	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2024-01-13	0.5	0.10864197530864185	-0.029773535522526484	1.1259065190457778	-0.9255029246672092	-1.0	-1.0	-1.0	1
2024-01-14	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2024-01-15	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2024-01-16	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2024-01-17	0.0	0.35185185185185175	1.3464643926567001	0.2697516591567301	1.201881392791874	-1.0	-1.0	0.0	1
2024-01-18	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2024-01-19	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	-1.0	0
2024-01-20	0.0	0.5370370370370369	25.434444893266853	-0.23103668689483195	-0.6793926332820489	-1.0	0.0	-1.0	1
2024-01-21	0.5	0.2962962962962962	8.279265076280373	-0.7371248648605992	-0.633489176496549	0.0	-1.0	-1.0	1
2024-01-22	2.75	0.37037037037037035	0.11766639207217067	0.9265230966716909	0.5084471581462037	0.0	-1.0	0.0	1
2024-01-23	0.25	0.2962962962962962	-0.16217261144313366	1.3027233055294702	0.7489076812454193	0.0	-1.0	0.0	1
2024-01-24	0.75	0.287037037037037	3.3961691770682143	-0.8422992242801115	-0.07041386753820707	0.0	0.0	-1.0	1
2024-01-25	0.25	0.33333333333333326	0.36350091372467125	0.05511793625365961	0.7813103169435605	0.0	-1.0	0.0	1
2024-01-26	0.75	0.3148148148148148	1.6047316483762701	0.9214352790776588	1.3449324236453681	0.0	-1.0	-1.0	1
2024-01-27	0.0	-0.018518518518518535	0.06908048304599865	1.0142565162838046	-0.8865847971779028	0.0	0.0	0.0	1
2024-01-28	0.0	0.5185185185185185	26.031597804233567	-0.25932244852865743	-0.6780786084702105	0.0	0.0	-1.0	1
2024-01-29	0.25	0.37037037037037035	0.11662031780160427	1.3000749678427412	0.7478967467553282	0.0	0.0	-1.0	1
2024-01-30	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2024-01-31	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2024-02-01	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2024-02-02	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2024-02-03	0.5	0.25432098765432093	-0.13783018044427764	1.1216578152003218	-0.9192830805409876	-1.0	0.0	0.0	1
2024-02-04	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	0.0	0
2024-02-05	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	0.0	0
2024-02-06	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2024-02-07	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	-1.0	0.0	0
2024-02-08	0.0	0.05555555555555552	0.03142180930560813	0.9014259672824552	-0.7500658853275819	-1.0	-1.0	0.0	1
2024-02-09	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	0.0	0
2024-02-10	0.25	0.35185185185185175	1.434652694507085	0.27505622588205586	1.1936152931078583	-1.0	0.0	0.0	1
2024-02-11	0.25	0.3148148148148148	1.1317081721371758	-0.8910598874693223	-0.6782933370367148	0.0	-1.0	0.0	1
2024-02-12	1.0	0.04814814814814811	0.23935366746217787	0.8268874140829067	-0.5283683317011614	0.0	-1.0	0.0	1
2024-02-13	0.25	0.037037037037036986	-0.04743240010079067	0.9999921086481325	-0.9920839823059543	0.0	-1.0	-1.0	1
2024-02-14	0.25	0.3888888888888888	0.8799718125392499	-0.9127516354826745	-0.6795912096997453	0.0	-1.0	-1.0	1
2024-02-15	0.0	0.037037037037036986	0.11662031780160427	0.9954214376464832	-1.0858899618235254	0.0	0.0	-1.0	1
2024-02-16	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	-1.0	-1.0	0
2024-02-17	3.75	0.08564814814814804	-0.04051611749534477	0.9247472794564436	-0.9381806987601682	-1.0	0.0	0.0	1
2024-02-18	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	0.0	0.0	-1.0	0
2024-02-19	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2024-02-20	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2024-02-21	-0.25	-0.6851851851851851	-0.3074638459415322	0.0	0.0	-1.0	0.0	-1.0	0
2024-02-22	1.25	-0.03086419753086425	-0.08177190845295156	0.9711939352330448	-0.9708993306636629	-1.0	0.0	0.0	1
2024-02-23	0.75	0.009259259259259226	-0.06855179145519887	0.9723644857600555	-0.961632431171161	0.0	-1.0	-1.0	1
2024-02-24	0.25	-0.03703703703703707	-0.21645538440225515	1.0322014504304733	-0.9918369494418343	0.0	0.0	0.0	1
2024-02-25	0.75	0.33333333333333326	0.6255213142933681	0.533499577812675	0.8758450434102855	0.0	-1.0	0.0	1
2024-02-26	0.0	0.01851851851851845	0.11662031780160427	0.9945470758595655	-1.0869731059200516	0.0	-1.0	0.0	1
